date,market,commodity,demand_units,stock_level,stock_received,unit_cost_ngn,lead_time_days,seasonal_factor,festive_factor,supply_shock
2022-04-10,Port Harcourt,Yam (tuber),700,1260,0,2500,3,1.1,1.3,1.0
2022-04-17,Port Harcourt,Yam (tuber),817,2894,2451,2500,3,1.1,1.3,1.0
2022-04-24,Port Harcourt,Yam (tuber),623,2271,0,2500,3,1.1,1.0,1.0
2022-05-01,Port Harcourt,Yam (tuber),628,1643,0,2500,3,1.1,1.0,1.0
2022-05-08,Port Harcourt,Yam (tuber),603,1040,0,2500,3,1.1,1.0,1.0
2022-05-15,Port Harcourt,Yam (tuber),414,626,0,2500,3,1.1,1.0,1.0
2022-05-22,Port Harcourt,Yam (tuber),550,1726,1650,2500,3,1.1,1.0,1.0
2022-05-29,Port Harcourt,Yam (tuber),643,1083,0,2500,3,1.1,1.1,0.75
2022-06-05,Port Harcourt,Yam (tuber),612,2307,1836,2500,3,1.1,1.0,1.0
2022-06-12,Port Harcourt,Yam (tuber),529,1778,0,2500,3,1.1,1.0,1.0
2022-06-19,Port Harcourt,Yam (tuber),911,3600,2733,2500,3,1.1,1.35,1.0
2022-06-26,Port Harcourt,Yam (tuber),558,3042,0,2500,3,1.1,1.0,1.0
2022-07-03,Port Harcourt,Yam (tuber),531,2511,0,2500,3,1.1,1.0,1.0
2022-07-10,Port Harcourt,Yam (tuber),603,1908,0,2500,3,1.1,1.0,1.0
2022-07-17,Port Harcourt,Yam (tuber),687,1221,0,2500,3,1.1,1.0,1.0
2022-07-24,Port Harcourt,Yam (tuber),579,642,0,2500,3,1.1,1.0,1.0
2022-07-31,Port Harcourt,Yam (tuber),610,1862,1830,2500,3,1.1,1.1,1.0
2022-08-07,Port Harcourt,Yam (tuber),531,1331,0,2500,3,1.1,1.0,1.0
2022-08-14,Port Harcourt,Yam (tuber),636,695,0,2500,3,1.1,1.0,0.75
2022-08-21,Port Harcourt,Yam (tuber),609,1913,1827,2500,3,1.1,1.0,1.0
2022-08-28,Port Harcourt,Yam (tuber),631,1282,0,2500,3,1.1,1.1,1.0
2022-09-04,Port Harcourt,Yam (tuber),468,814,0,2500,3,1.1,1.0,1.0
2022-09-11,Port Harcourt,Yam (tuber),511,1836,1533,2500,3,1.1,1.0,1.0
2022-09-18,Port Harcourt,Yam (tuber),448,1388,0,2500,3,1.1,1.0,0.75
2022-09-25,Port Harcourt,Yam (tuber),582,806,0,2500,3,1.1,1.0,1.0
2022-10-02,Port Harcourt,Yam (tuber),636,2078,1908,2500,3,1.1,1.0,1.0
2022-10-09,Port Harcourt,Yam (tuber),632,1446,0,2500,3,1.1,1.0,1.0
2022-10-16,Port Harcourt,Yam (tuber),655,791,0,2500,3,1.1,1.0,1.0
2022-10-23,Port Harcourt,Yam (tuber),486,1763,1458,2500,3,1.1,1.0,1.0
2022-10-30,Port Harcourt,Yam (tuber),759,1004,0,2500,3,1.1,1.1,1.0
2022-11-06,Port Harcourt,Yam (tuber),432,572,0,2500,3,0.85,1.0,1.0
2022-11-13,Port Harcourt,Yam (tuber),348,1268,1044,2500,3,0.85,1.0,1.0
2022-11-20,Port Harcourt,Yam (tuber),495,773,0,2500,3,0.85,1.0,0.75
2022-11-27,Port Harcourt,Yam (tuber),410,1593,1230,2500,3,0.85,1.1,1.0
2022-12-04,Port Harcourt,Yam (tuber),473,1120,0,2500,3,0.85,1.0,1.0
2022-12-11,Port Harcourt,Yam (tuber),493,627,0,2500,3,0.85,1.0,1.0
2022-12-18,Port Harcourt,Yam (tuber),461,1549,1383,2500,3,0.85,1.0,1.0
2022-12-25,Port Harcourt,Yam (tuber),660,889,0,2500,3,0.85,1.6,1.0
2023-01-01,Port Harcourt,Yam (tuber),707,2303,2121,2500,3,0.85,1.6,1.0
2023-01-08,Port Harcourt,Yam (tuber),479,1824,0,2500,3,0.85,1.0,0.75
2023-01-15,Port Harcourt,Yam (tuber),442,1382,0,2500,3,0.85,1.0,1.0
2023-01-22,Port Harcourt,Yam (tuber),416,966,0,2500,3,0.85,1.0,1.0
2023-01-29,Port Harcourt,Yam (tuber),398,568,0,2500,3,0.85,1.1,1.0
2023-02-05,Port Harcourt,Yam (tuber),421,1410,1263,2500,3,0.85,1.0,1.0
2023-02-12,Port Harcourt,Yam (tuber),449,961,0,2500,3,0.85,1.0,0.75
2023-02-19,Port Harcourt,Yam (tuber),411,550,0,2500,3,0.85,1.0,1.0
2023-02-26,Port Harcourt,Yam (tuber),474,1498,1422,2500,3,0.85,1.0,1.0
2023-03-05,Port Harcourt,Yam (tuber),462,1036,0,2500,3,1.0,1.0,1.0
2023-03-12,Port Harcourt,Yam (tuber),526,2088,1578,2500,3,1.0,1.0,1.0
2023-03-19,Port Harcourt,Yam (tuber),619,1469,0,2500,3,1.0,1.0,1.0
2023-03-26,Port Harcourt,Yam (tuber),738,2945,2214,2500,3,1.0,1.25,1.0
2023-04-02,Port Harcourt,Yam (tuber),663,2282,0,2500,3,1.1,1.25,1.0
2023-04-09,Port Harcourt,Yam (tuber),702,1580,0,2500,3,1.1,1.25,1.0
2023-04-16,Port Harcourt,Yam (tuber),779,801,0,2500,3,1.1,1.3,1.0
2023-04-23,Port Harcourt,Yam (tuber),588,1977,1764,2500,3,1.1,1.0,1.0
2023-04-30,Port Harcourt,Yam (tuber),657,1320,0,2500,3,1.1,1.1,1.0
2023-05-07,Port Harcourt,Yam (tuber),519,801,0,2500,3,1.1,1.0,1.0
2023-05-14,Port Harcourt,Yam (tuber),447,1695,1341,2500,3,1.1,1.0,1.0
2023-05-21,Port Harcourt,Yam (tuber),629,1066,0,2500,3,1.1,1.0,1.0
2023-05-28,Port Harcourt,Yam (tuber),594,2254,1782,2500,3,1.1,1.1,1.0
2023-06-04,Port Harcourt,Yam (tuber),636,1618,0,2500,3,1.1,1.0,1.0
2023-06-11,Port Harcourt,Yam (tuber),562,1056,0,2500,3,1.1,1.0,1.0
2023-06-18,Port Harcourt,Yam (tuber),694,1923,1561,2500,3,1.1,1.35,0.75
2023-06-25,Port Harcourt,Yam (tuber),850,1073,0,2500,3,1.1,1.35,1.0
2023-07-02,Port Harcourt,Yam (tuber),636,2345,1908,2500,3,1.1,1.0,1.0
2023-07-09,Port Harcourt,Yam (tuber),659,1686,0,2500,3,1.1,1.0,1.0
2023-07-16,Port Harcourt,Yam (tuber),570,1116,0,2500,3,1.1,1.0,1.0
2023-07-23,Port Harcourt,Yam (tuber),542,574,0,2500,3,1.1,1.0,1.0
2023-07-30,Port Harcourt,Yam (tuber),513,1600,1539,2500,3,1.1,1.1,1.0
2023-08-06,Port Harcourt,Yam (tuber),570,1030,0,2500,3,1.1,1.0,1.0
2023-08-13,Port Harcourt,Yam (tuber),639,2308,1917,2500,3,1.1,1.0,1.0
2023-08-20,Port Harcourt,Yam (tuber),554,1754,0,2500,3,1.1,1.0,1.0
2023-08-27,Port Harcourt,Yam (tuber),569,1185,0,2500,3,1.1,1.1,1.0
2023-09-03,Port Harcourt,Yam (tuber),632,1975,1422,2500,3,1.1,1.0,0.75
2023-09-10,Port Harcourt,Yam (tuber),657,1318,0,2500,3,1.1,1.0,1.0
2023-09-17,Port Harcourt,Yam (tuber),633,685,0,2500,3,1.1,1.0,1.0
2023-09-24,Port Harcourt,Yam (tuber),535,1755,1605,2500,3,1.1,1.0,1.0
2023-10-01,Port Harcourt,Yam (tuber),624,1131,0,2500,3,1.1,1.0,1.0
2023-10-08,Port Harcourt,Yam (tuber),530,601,0,2500,3,1.1,1.0,0.75
2023-10-15,Port Harcourt,Yam (tuber),384,1369,1152,2500,3,1.1,1.0,1.0
2023-10-22,Port Harcourt,Yam (tuber),497,872,0,2500,3,1.1,1.0,1.0
2023-10-29,Port Harcourt,Yam (tuber),622,2116,1866,2500,3,1.1,1.1,1.0
2023-11-05,Port Harcourt,Yam (tuber),434,1682,0,2500,3,0.85,1.0,1.0
2023-11-12,Port Harcourt,Yam (tuber),450,1232,0,2500,3,0.85,1.0,1.0
2023-11-19,Port Harcourt,Yam (tuber),409,823,0,2500,3,0.85,1.0,1.0
2023-11-26,Port Harcourt,Yam (tuber),520,1863,1560,2500,3,0.85,1.0,1.0
2023-12-03,Port Harcourt,Yam (tuber),469,1394,0,2500,3,0.85,1.0,1.0
2023-12-10,Port Harcourt,Yam (tuber),471,923,0,2500,3,0.85,1.0,1.0
2023-12-17,Port Harcourt,Yam (tuber),442,481,0,2500,3,0.85,1.0,1.0
2023-12-24,Port Harcourt,Yam (tuber),733,1947,2199,2500,3,0.85,1.6,1.0
2023-12-31,Port Harcourt,Yam (tuber),709,1238,0,2500,3,0.85,1.6,1.0
2024-01-07,Port Harcourt,Yam (tuber),407,831,0,2500,3,0.85,1.0,1.0
2024-01-14,Port Harcourt,Yam (tuber),436,1703,1308,2500,3,0.85,1.0,1.0
2024-01-21,Port Harcourt,Yam (tuber),469,1234,0,2500,3,0.85,1.0,0.75
2024-01-28,Port Harcourt,Yam (tuber),506,728,0,2500,3,0.85,1.1,1.0
2024-02-04,Port Harcourt,Yam (tuber),405,1538,1215,2500,3,0.85,1.0,1.0
2024-02-11,Port Harcourt,Yam (tuber),472,1066,0,2500,3,0.85,1.0,1.0
2024-02-18,Port Harcourt,Yam (tuber),417,649,0,2500,3,0.85,1.0,1.0
2024-02-25,Port Harcourt,Yam (tuber),434,1517,1302,2500,3,0.85,1.0,1.0
2024-03-03,Port Harcourt,Yam (tuber),557,960,0,2500,3,1.0,1.0,1.0
2024-03-10,Port Harcourt,Yam (tuber),540,2040,1620,2500,3,1.0,1.0,1.0
2024-03-17,Port Harcourt,Yam (tuber),535,1505,0,2500,3,1.0,1.0,1.0
2024-03-24,Port Harcourt,Yam (tuber),541,964,0,2500,3,1.0,1.25,0.75
2024-03-31,Port Harcourt,Yam (tuber),689,2342,2067,2500,3,1.0,1.25,1.0
2024-04-07,Port Harcourt,Yam (tuber),689,1653,0,2500,3,1.1,1.25,1.0
2024-04-14,Port Harcourt,Yam (tuber),677,976,0,2500,3,1.1,1.3,1.0
2024-04-21,Port Harcourt,Yam (tuber),588,1270,882,2500,3,1.1,1.0,0.5
2024-04-28,Port Harcourt,Yam (tuber),622,648,0,2500,3,1.1,1.1,1.0
2024-05-05,Port Harcourt,Yam (tuber),519,1686,1557,2500,3,1.1,1.0,1.0
2024-05-12,Port Harcourt,Yam (tuber),598,1088,0,2500,3,1.1,1.0,1.0
2024-05-19,Port Harcourt,Yam (tuber),545,1360,817,2500,3,1.1,1.0,0.5
2024-05-26,Port Harcourt,Yam (tuber),607,753,0,2500,3,1.1,1.0,1.0
2024-06-02,Port Harcourt,Yam (tuber),483,1719,1449,2500,3,1.1,1.0,1.0
2024-06-09,Port Harcourt,Yam (tuber),638,1081,0,2500,3,1.1,1.0,1.0
2024-06-16,Port Harcourt,Yam (tuber),823,2727,2469,2500,3,1.1,1.35,1.0
2024-06-23,Port Harcourt,Yam (tuber),619,2108,0,2500,3,1.1,1.35,1.0
2024-06-30,Port Harcourt,Yam (tuber),661,1447,0,2500,3,1.1,1.1,1.0
2024-07-07,Port Harcourt,Yam (tuber),598,849,0,2500,3,1.1,1.0,1.0
2024-07-14,Port Harcourt,Yam (tuber),602,2053,1806,2500,3,1.1,1.0,1.0
2024-07-21,Port Harcourt,Yam (tuber),579,1474,0,2500,3,1.1,1.0,1.0
2024-07-28,Port Harcourt,Yam (tuber),541,933,0,2500,3,1.1,1.1,1.0
2024-08-04,Port Harcourt,Yam (tuber),429,504,0,2500,3,1.1,1.0,1.0
2024-08-11,Port Harcourt,Yam (tuber),628,1760,1884,2500,3,1.1,1.0,1.0
2024-08-18,Port Harcourt,Yam (tuber),651,1109,0,2500,3,1.1,1.0,1.0
2024-08-25,Port Harcourt,Yam (tuber),519,590,0,2500,3,1.1,1.0,1.0
2024-09-01,Port Harcourt,Yam (tuber),591,1772,1773,2500,3,1.1,1.0,1.0
2024-09-08,Port Harcourt,Yam (tuber),427,1345,0,2500,3,1.1,1.0,1.0
2024-09-15,Port Harcourt,Yam (tuber),577,768,0,2500,3,1.1,1.0,1.0
2024-09-22,Port Harcourt,Yam (tuber),552,1872,1656,2500,3,1.1,1.0,1.0
2024-09-29,Port Harcourt,Yam (tuber),621,1251,0,2500,3,1.1,1.1,1.0
2024-10-06,Port Harcourt,Yam (tuber),567,684,0,2500,3,1.1,1.0,0.75
2024-10-13,Port Harcourt,Yam (tuber),549,1782,1647,2500,3,1.1,1.0,1.0
2024-10-20,Port Harcourt,Yam (tuber),495,1287,0,2500,3,1.1,1.0,1.0
2024-10-27,Port Harcourt,Yam (tuber),642,645,0,2500,3,1.1,1.1,1.0
2024-11-03,Port Harcourt,Yam (tuber),418,1481,1254,2500,3,0.85,1.0,1.0
2024-11-10,Port Harcourt,Yam (tuber),413,1068,0,2500,3,0.85,1.0,1.0
2024-11-17,Port Harcourt,Yam (tuber),377,691,0,2500,3,0.85,1.0,1.0
2024-11-24,Port Harcourt,Yam (tuber),376,1161,846,2500,3,0.85,1.0,0.75
2024-12-01,Port Harcourt,Yam (tuber),523,638,0,2500,3,0.85,1.0,1.0
2024-12-08,Port Harcourt,Yam (tuber),450,1538,1350,2500,3,0.85,1.0,1.0
2024-12-15,Port Harcourt,Yam (tuber),422,1116,0,2500,3,0.85,1.0,1.0
2024-12-22,Port Harcourt,Yam (tuber),684,2484,2052,2500,3,0.85,1.6,1.0
2024-12-29,Port Harcourt,Yam (tuber),773,1711,0,2500,3,0.85,1.6,1.0
2022-01-02,Port Harcourt,Tomatoes (basket),777,1823,0,8000,2,0.85,1.6,1.0
2022-01-09,Port Harcourt,Tomatoes (basket),550,1273,0,8000,2,0.85,1.0,1.0
2022-01-16,Port Harcourt,Tomatoes (basket),590,683,0,8000,2,0.85,1.0,1.0
2022-01-23,Port Harcourt,Tomatoes (basket),480,1643,1440,8000,2,0.85,1.0,1.0
2022-01-30,Port Harcourt,Tomatoes (basket),674,969,0,8000,2,0.85,1.1,1.0
2022-02-06,Port Harcourt,Tomatoes (basket),512,1993,1536,8000,2,0.85,1.0,1.0
2022-02-13,Port Harcourt,Tomatoes (basket),514,1479,0,8000,2,0.85,1.0,1.0
2022-02-20,Port Harcourt,Tomatoes (basket),580,899,0,8000,2,0.85,1.0,1.0
2022-02-27,Port Harcourt,Tomatoes (basket),558,1178,837,8000,2,0.85,1.1,0.5
2022-03-06,Port Harcourt,Tomatoes (basket),709,2596,2127,8000,2,1.0,1.0,1.0
2022-03-13,Port Harcourt,Tomatoes (basket),601,1995,0,8000,2,1.0,1.0,1.0
2022-03-20,Port Harcourt,Tomatoes (basket),708,1287,0,8000,2,1.0,1.25,1.0
2022-03-27,Port Harcourt,Tomatoes (basket),952,3191,2856,8000,2,1.0,1.25,1.0
2022-04-03,Port Harcourt,Tomatoes (basket),739,2452,0,8000,2,1.1,1.25,1.0
2022-04-10,Port Harcourt,Tomatoes (basket),875,1577,0,8000,2,1.1,1.3,1.0
2022-04-17,Port Harcourt,Tomatoes (basket),1022,3621,3066,8000,2,1.1,1.3,1.0
2022-04-24,Port Harcourt,Tomatoes (basket),779,2842,0,8000,2,1.1,1.0,1.0
2022-05-01,Port Harcourt,Tomatoes (basket),785,2057,0,8000,2,1.1,1.0,1.0
2022-05-08,Port Harcourt,Tomatoes (basket),754,1303,0,8000,2,1.1,1.0,1.0
2022-05-15,Port Harcourt,Tomatoes (basket),518,785,0,8000,2,1.1,1.0,1.0
2022-05-22,Port Harcourt,Tomatoes (basket),688,2161,2064,8000,2,1.1,1.0,1.0
2022-05-29,Port Harcourt,Tomatoes (basket),804,1357,0,8000,2,1.1,1.1,0.75
2022-06-05,Port Harcourt,Tomatoes (basket),765,2887,2295,8000,2,1.1,1.0,1.0
2022-06-12,Port Harcourt,Tomatoes (basket),661,2226,0,8000,2,1.1,1.0,1.0
2022-06-19,Port Harcourt,Tomatoes (basket),1139,4504,3417,8000,2,1.1,1.35,1.0
2022-06-26,Port Harcourt,Tomatoes (basket),698,3806,0,8000,2,1.1,1.0,1.0
2022-07-03,Port Harcourt,Tomatoes (basket),663,3143,0,8000,2,1.1,1.0,1.0
2022-07-10,Port Harcourt,Tomatoes (basket),754,2389,0,8000,2,1.1,1.0,1.0
2022-07-17,Port Harcourt,Tomatoes (basket),859,1530,0,8000,2,1.1,1.0,1.0
2022-07-24,Port Harcourt,Tomatoes (basket),723,807,0,8000,2,1.1,1.0,1.0
2022-07-31,Port Harcourt,Tomatoes (basket),763,2333,2289,8000,2,1.1,1.1,1.0
2022-08-07,Port Harcourt,Tomatoes (basket),664,1669,0,8000,2,1.1,1.0,1.0
2022-08-14,Port Harcourt,Tomatoes (basket),795,874,0,8000,2,1.1,1.0,0.75
2022-08-21,Port Harcourt,Tomatoes (basket),761,2396,2283,8000,2,1.1,1.0,1.0
2022-08-28,Port Harcourt,Tomatoes (basket),788,1608,0,8000,2,1.1,1.1,1.0
2022-09-04,Port Harcourt,Tomatoes (basket),585,1023,0,8000,2,1.1,1.0,1.0
2022-09-11,Port Harcourt,Tomatoes (basket),639,2301,1917,8000,2,1.1,1.0,1.0
2022-09-18,Port Harcourt,Tomatoes (basket),560,1741,0,8000,2,1.1,1.0,0.75
2022-09-25,Port Harcourt,Tomatoes (basket),728,1013,0,8000,2,1.1,1.0,1.0
2022-10-02,Port Harcourt,Tomatoes (basket),796,2605,2388,8000,2,1.1,1.0,1.0
2022-10-09,Port Harcourt,Tomatoes (basket),790,1815,0,8000,2,1.1,1.0,1.0
2022-10-16,Port Harcourt,Tomatoes (basket),819,996,0,8000,2,1.1,1.0,1.0
2022-10-23,Port Harcourt,Tomatoes (basket),607,2210,1821,8000,2,1.1,1.0,1.0
2022-10-30,Port Harcourt,Tomatoes (basket),949,1261,0,8000,2,1.1,1.1,1.0
2022-11-06,Port Harcourt,Tomatoes (basket),540,721,0,8000,2,0.85,1.0,1.0
2022-11-13,Port Harcourt,Tomatoes (basket),435,1591,1305,8000,2,0.85,1.0,1.0
2022-11-20,Port Harcourt,Tomatoes (basket),619,972,0,8000,2,0.85,1.0,0.75
2022-11-27,Port Harcourt,Tomatoes (basket),513,1998,1539,8000,2,0.85,1.1,1.0
2022-12-04,Port Harcourt,Tomatoes (basket),592,1406,0,8000,2,0.85,1.0,1.0
2022-12-11,Port Harcourt,Tomatoes (basket),616,790,0,8000,2,0.85,1.0,1.0
2022-12-18,Port Harcourt,Tomatoes (basket),576,1942,1728,8000,2,0.85,1.0,1.0
2022-12-25,Port Harcourt,Tomatoes (basket),826,1116,0,8000,2,0.85,1.6,1.0
2023-01-01,Port Harcourt,Tomatoes (basket),884,2884,2652,8000,2,0.85,1.6,1.0
2023-01-08,Port Harcourt,Tomatoes (basket),598,2286,0,8000,2,0.85,1.0,0.75
2023-01-15,Port Harcourt,Tomatoes (basket),553,1733,0,8000,2,0.85,1.0,1.0
2023-01-22,Port Harcourt,Tomatoes (basket),520,1213,0,8000,2,0.85,1.0,1.0
2023-01-29,Port Harcourt,Tomatoes (basket),497,716,0,8000,2,0.85,1.1,1.0
2023-02-05,Port Harcourt,Tomatoes (basket),526,1768,1578,8000,2,0.85,1.0,1.0
2023-02-12,Port Harcourt,Tomatoes (basket),562,1206,0,8000,2,0.85,1.0,0.75
2023-02-19,Port Harcourt,Tomatoes (basket),514,692,0,8000,2,0.85,1.0,1.0
2023-02-26,Port Harcourt,Tomatoes (basket),592,1876,1776,8000,2,0.85,1.0,1.0
2023-03-05,Port Harcourt,Tomatoes (basket),578,1298,0,8000,2,1.0,1.0,1.0
2023-03-12,Port Harcourt,Tomatoes (basket),658,2614,1974,8000,2,1.0,1.0,1.0
2023-03-19,Port Harcourt,Tomatoes (basket),774,1840,0,8000,2,1.0,1.0,1.0
2023-03-26,Port Harcourt,Tomatoes (basket),923,3686,2769,8000,2,1.0,1.25,1.0
2023-04-02,Port Harcourt,Tomatoes (basket),829,2857,0,8000,2,1.1,1.25,1.0
2023-04-09,Port Harcourt,Tomatoes (basket),878,1979,0,8000,2,1.1,1.25,1.0
2023-04-16,Port Harcourt,Tomatoes (basket),974,1005,0,8000,2,1.1,1.3,1.0
2023-04-23,Port Harcourt,Tomatoes (basket),735,2475,2205,8000,2,1.1,1.0,1.0
2023-04-30,Port Harcourt,Tomatoes (basket),821,1654,0,8000,2,1.1,1.1,1.0
2023-05-07,Port Harcourt,Tomatoes (basket),648,1006,0,8000,2,1.1,1.0,1.0
2023-05-14,Port Harcourt,Tomatoes (basket),559,2124,1677,8000,2,1.1,1.0,1.0
2023-05-21,Port Harcourt,Tomatoes (basket),786,1338,0,8000,2,1.1,1.0,1.0
2023-05-28,Port Harcourt,Tomatoes (basket),742,2822,2226,8000,2,1.1,1.1,1.0
2023-06-04,Port Harcourt,Tomatoes (basket),795,2027,0,8000,2,1.1,1.0,1.0
2023-06-11,Port Harcourt,Tomatoes (basket),703,1324,0,8000,2,1.1,1.0,1.0
2023-06-18,Port Harcourt,Tomatoes (basket),867,2407,1950,8000,2,1.1,1.35,0.75
2023-06-25,Port Harcourt,Tomatoes (basket),1063,1344,0,8000,2,1.1,1.35,1.0
2023-07-02,Port Harcourt,Tomatoes (basket),795,2934,2385,8000,2,1.1,1.0,1.0
2023-07-09,Port Harcourt,Tomatoes (basket),824,2110,0,8000,2,1.1,1.0,1.0
2023-07-16,Port Harcourt,Tomatoes (basket),713,1397,0,8000,2,1.1,1.0,1.0
2023-07-23,Port Harcourt,Tomatoes (basket),678,719,0,8000,2,1.1,1.0,1.0
2023-07-30,Port Harcourt,Tomatoes (basket),641,2001,1923,8000,2,1.1,1.1,1.0
2023-08-06,Port Harcourt,Tomatoes (basket),712,1289,0,8000,2,1.1,1.0,1.0
2023-08-13,Port Harcourt,Tomatoes (basket),799,2887,2397,8000,2,1.1,1.0,1.0
2023-08-20,Port Harcourt,Tomatoes (basket),693,2194,0,8000,2,1.1,1.0,1.0
2023-08-27,Port Harcourt,Tomatoes (basket),712,1482,0,8000,2,1.1,1.1,1.0
2023-09-03,Port Harcourt,Tomatoes (basket),790,2469,1777,8000,2,1.1,1.0,0.75
2023-09-10,Port Harcourt,Tomatoes (basket),821,1648,0,8000,2,1.1,1.0,1.0
2023-09-17,Port Harcourt,Tomatoes (basket),792,856,0,8000,2,1.1,1.0,1.0
2023-09-24,Port Harcourt,Tomatoes (basket),669,2194,2007,8000,2,1.1,1.0,1.0
2023-10-01,Port Harcourt,Tomatoes (basket),780,1414,0,8000,2,1.1,1.0,1.0
2023-10-08,Port Harcourt,Tomatoes (basket),662,752,0,8000,2,1.1,1.0,0.75
2023-10-15,Port Harcourt,Tomatoes (basket),480,1712,1440,8000,2,1.1,1.0,1.0
2023-10-22,Port Harcourt,Tomatoes (basket),621,1091,0,8000,2,1.1,1.0,1.0
2023-10-29,Port Harcourt,Tomatoes (basket),777,2645,2331,8000,2,1.1,1.1,1.0
2023-11-05,Port Harcourt,Tomatoes (basket),543,2102,0,8000,2,0.85,1.0,1.0
2023-11-12,Port Harcourt,Tomatoes (basket),563,1539,0,8000,2,0.85,1.0,1.0
2023-11-19,Port Harcourt,Tomatoes (basket),512,1027,0,8000,2,0.85,1.0,1.0
2023-11-26,Port Harcourt,Tomatoes (basket),650,2327,1950,8000,2,0.85,1.0,1.0
2023-12-03,Port Harcourt,Tomatoes (basket),587,1740,0,8000,2,0.85,1.0,1.0
2023-12-10,Port Harcourt,Tomatoes (basket),589,1151,0,8000,2,0.85,1.0,1.0
2023-12-17,Port Harcourt,Tomatoes (basket),553,598,0,8000,2,0.85,1.0,1.0
2023-12-24,Port Harcourt,Tomatoes (basket),916,2430,2748,8000,2,0.85,1.6,1.0
2023-12-31,Port Harcourt,Tomatoes (basket),886,1544,0,8000,2,0.85,1.6,1.0
2024-01-07,Port Harcourt,Tomatoes (basket),509,1035,0,8000,2,0.85,1.0,1.0
2024-01-14,Port Harcourt,Tomatoes (basket),545,2125,1635,8000,2,0.85,1.0,1.0
2024-01-21,Port Harcourt,Tomatoes (basket),587,1538,0,8000,2,0.85,1.0,0.75
2024-01-28,Port Harcourt,Tomatoes (basket),632,906,0,8000,2,0.85,1.1,1.0
2024-02-04,Port Harcourt,Tomatoes (basket),507,1920,1521,8000,2,0.85,1.0,1.0
2024-02-11,Port Harcourt,Tomatoes (basket),591,1329,0,8000,2,0.85,1.0,1.0
2024-02-18,Port Harcourt,Tomatoes (basket),521,808,0,8000,2,0.85,1.0,1.0
2024-02-25,Port Harcourt,Tomatoes (basket),543,1894,1629,8000,2,0.85,1.0,1.0
2024-03-03,Port Harcourt,Tomatoes (basket),696,1198,0,8000,2,1.0,1.0,1.0
2024-03-10,Port Harcourt,Tomatoes (basket),676,2550,2028,8000,2,1.0,1.0,1.0
2024-03-17,Port Harcourt,Tomatoes (basket),669,1881,0,8000,2,1.0,1.0,1.0
2024-03-24,Port Harcourt,Tomatoes (basket),676,1205,0,8000,2,1.0,1.25,0.75
2024-03-31,Port Harcourt,Tomatoes (basket),861,2927,2583,8000,2,1.0,1.25,1.0
2024-04-07,Port Harcourt,Tomatoes (basket),862,2065,0,8000,2,1.1,1.25,1.0
2024-04-14,Port Harcourt,Tomatoes (basket),847,1218,0,8000,2,1.1,1.3,1.0
2024-04-21,Port Harcourt,Tomatoes (basket),735,1585,1102,8000,2,1.1,1.0,0.5
2024-04-28,Port Harcourt,Tomatoes (basket),777,808,0,8000,2,1.1,1.1,1.0
2024-05-05,Port Harcourt,Tomatoes (basket),649,2106,1947,8000,2,1.1,1.0,1.0
2024-05-12,Port Harcourt,Tomatoes (basket),747,1359,0,8000,2,1.1,1.0,1.0
2024-05-19,Port Harcourt,Tomatoes (basket),681,1699,1021,8000,2,1.1,1.0,0.5
2024-05-26,Port Harcourt,Tomatoes (basket),759,940,0,8000,2,1.1,1.0,1.0
2024-06-02,Port Harcourt,Tomatoes (basket),604,2148,1812,8000,2,1.1,1.0,1.0
2024-06-09,Port Harcourt,Tomatoes (basket),798,1350,0,8000,2,1.1,1.0,1.0
2024-06-16,Port Harcourt,Tomatoes (basket),1029,3408,3087,8000,2,1.1,1.35,1.0
2024-06-23,Port Harcourt,Tomatoes (basket),774,2634,0,8000,2,1.1,1.35,1.0
2024-06-30,Port Harcourt,Tomatoes (basket),826,1808,0,8000,2,1.1,1.1,1.0
2024-07-07,Port Harcourt,Tomatoes (basket),748,1060,0,8000,2,1.1,1.0,1.0
2024-07-14,Port Harcourt,Tomatoes (basket),753,2566,2259,8000,2,1.1,1.0,1.0
2024-07-21,Port Harcourt,Tomatoes (basket),723,1843,0,8000,2,1.1,1.0,1.0
2024-07-28,Port Harcourt,Tomatoes (basket),676,1167,0,8000,2,1.1,1.1,1.0
2024-08-04,Port Harcourt,Tomatoes (basket),536,631,0,8000,2,1.1,1.0,1.0
2024-08-11,Port Harcourt,Tomatoes (basket),786,2203,2358,8000,2,1.1,1.0,1.0
2024-08-18,Port Harcourt,Tomatoes (basket),814,1389,0,8000,2,1.1,1.0,1.0
2024-08-25,Port Harcourt,Tomatoes (basket),649,740,0,8000,2,1.1,1.0,1.0
2024-09-01,Port Harcourt,Tomatoes (basket),739,2218,2217,8000,2,1.1,1.0,1.0
2024-09-08,Port Harcourt,Tomatoes (basket),534,1684,0,8000,2,1.1,1.0,1.0
2024-09-15,Port Harcourt,Tomatoes (basket),722,962,0,8000,2,1.1,1.0,1.0
2024-09-22,Port Harcourt,Tomatoes (basket),690,2342,2070,8000,2,1.1,1.0,1.0
2024-09-29,Port Harcourt,Tomatoes (basket),776,1566,0,8000,2,1.1,1.1,1.0
2024-10-06,Port Harcourt,Tomatoes (basket),709,857,0,8000,2,1.1,1.0,0.75
2024-10-13,Port Harcourt,Tomatoes (basket),686,2229,2058,8000,2,1.1,1.0,1.0
